Raw file	Experiment	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Variable modifications first search	Use variable modifications first search	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20170922_Rachid_Colon_M#73	09_Colon_M#73	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4928	73791	89543	57849	0	31694	18474	17927	0	547	20.63	30.99	NaN	1.73	9533	559735	48327	8.63	14013	29	70588	29370	28711	41.61	44.27	13955	47.51	+	0.58673	0.83461	0.39766	0.58452	
20170922_Rachid_Colon_M#74	09_Colon_M#74	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4916	77998	94435	61547	0	32888	19968	19412	0	556	21.14	31.54	NaN	1.69	10245	551685	50337	9.12	15127	30.05	72839	30383	29861	41.71	43.92	14971	49.27	+	0.56826	0.80762	0.39083	0.5764	
20170922_Rachid_Colon_M#75	09_Colon_M#75	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4833	74156	91470	56834	0	34636	16666	16232	0	434	18.22	28.56	NaN	1.25	8705	552514	48775	8.83	13810	28.31	68496	28620	28091	41.78	43.89	13649	47.69	+	0.57528	0.81069	0.38443	0.56021	
20170922_Rachid_Colon_M#76	09_Colon_M#76	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4693	78411	94459	62339	0	32120	21164	20637	0	527	22.41	33.1	NaN	1.64	10747	552187	50585	9.16	15143	29.94	75342	30674	30139	40.71	42.72	14949	48.74	+	0.60184	0.85064	0.40896	0.59733	
20170922_Rachid_Colon_M#77	09_Colon_M#77	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4694	76788	94141	59401	0	34740	17787	17195	0	592	18.89	28.95	NaN	1.7	9527	557528	50022	8.97	14426	28.84	75222	30283	29679	40.26	42.49	14338	47.35	+	0.60536	0.8501	0.41123	0.59958	
20170922_Rachid_Colon_M#78	09_Colon_M#78	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4750	75317	91169	59311	0	31858	20225	19629	0	596	22.18	33.1	NaN	1.87	10159	523315	48310	9.23	14326	29.65	71664	29234	28684	40.79	42.91	14323	48.99	+	0.58613	0.82925	0.38976	0.56621	
20170922_Rachid_Colon_M#79	09_Colon_M#79	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4683	72675	88782	56492	0	32290	17921	17389	0	532	20.19	30.78	NaN	1.65	9741	575093	48765	8.48	13409	27.5	78290	30256	29685	38.65	40.84	13756	45.47	+	0.55987	0.79362	0.3757	0.55188	
20170922_Rachid_Colon_M#80	09_Colon_M#80	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		4173	72608	86433	53547	0	32886	13447	12982	0	465	15.56	24.24	NaN	1.41	7381	544813	47801	8.77	13610	28.47	72150	28581	27829	39.61	42.4	13512	47.28	+	0.57766	0.81788	0.37939	0.55905	
20171206_Rachid_Colon_M#01	12_Colon_M#01	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5462	82767	100071	65403	0	34668	25400	24496	0	904	25.38	37.45	NaN	2.61	8154	438244	43165	9.85	17489	40.52	50891	22917	22278	45.03	49.63	14117	61.6	+	0.55459	0.78182	0.395	0.58097	
20171206_Rachid_Colon_M#02	12_Colon_M#02	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5354	82251	98363	66077	0	32286	25196	24375	0	821	25.62	36.89	NaN	2.54	10700	486792	49747	10.22	16405	32.98	65990	29554	28840	44.79	49.08	15207	51.45	+	0.55027	0.79123	0.38307	0.57039	
20171206_Rachid_Colon_M#03	12_Colon_M#03	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5670	80707	102025	59057	0	42968	20250	19588	0	662	19.85	33.17	NaN	1.54	8446	438017	47163	10.77	15164	32.15	55227	25684	25045	46.51	50.22	13476	52.47	+	0.57123	0.80021	0.37556	0.54375	
20171206_Rachid_Colon_M#04	12_Colon_M#04	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5470	82500	104428	60378	0	44050	14604	13856	0	748	13.98	22.95	NaN	1.7	6476	421785	48545	11.51	15778	32.5	54867	26713	26077	48.69	53.2	14132	52.9	+	0.58868	0.83251	0.40293	0.58976	
20171206_Rachid_Colon_M#06	12_Colon_M#06	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5172	77405	94980	59690	0	35290	20076	19367	0	709	21.14	32.45	NaN	2.01	8738	440704	46312	10.51	15018	32.43	59526	26590	25846	44.67	48.94	13775	51.81	+	0.52461	0.7527	0.35095	0.52146	
20171206_Rachid_Colon_M#07	12_Colon_M#07	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5550	81896	101591	61827	0	39764	21351	20390	0	961	21.02	32.98	NaN	2.42	8496	443726	46824	10.55	15888	33.93	58510	26496	25795	45.28	49.47	13856	52.29	+	0.60128	0.85483	0.39821	0.57874	
20171206_Rachid_Colon_M#10	12_Colon_M#10	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5538	80275	101917	58249	0	43668	20526	19761	0	765	20.14	33.93	NaN	1.75	8420	437621	46195	10.56	15109	32.71	56216	25441	24681	45.26	49.05	13121	51.57	+	0.62878	0.88958	0.41047	0.59532	
20171206_Rachid_Colon_M#14	12_Colon_M#14	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5357	80009	98568	61150	0	37418	20866	20022	0	844	21.17	32.74	NaN	2.26	8929	439586	46378	10.55	15506	33.43	58011	26356	25632	45.43	49.47	13857	52.58	+	0.55301	0.78452	0.36944	0.54268	
20171206_Rachid_Colon_M#16	12_Colon_M#16	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5663	81099	100829	61265	0	39564	22135	21087	0	1048	21.95	34.42	NaN	2.65	9240	453703	47323	10.43	15713	33.2	58851	26853	26071	45.63	49.68	13910	51.8	+	0.59353	0.83527	0.39197	0.56404	
20171206_Rachid_Colon_M#18	12_Colon_M#18	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5554	78063	98120	57592	0	40528	18559	17732	0	827	18.91	30.79	NaN	2.04	8050	433103	46118	10.65	14774	32.04	55784	25525	24850	45.76	49.8	13362	52.35	+	0.55566	0.79436	0.36337	0.53416	
20171206_Rachid_Colon_M#19	12_Colon_M#19	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5475	78593	99680	57210	0	42470	18913	18146	0	767	18.97	31.72	NaN	1.81	8158	443359	46795	10.55	14806	31.64	55824	25417	24771	45.53	49.11	13276	52.23	+	0.55425	0.78563	0.3631	0.53246	
20171206_Rachid_Colon_M#20	12_Colon_M#20	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5522	78779	98045	59135	0	38910	21085	20252	0	833	21.51	34.25	NaN	2.14	9104	438498	46414	10.58	15264	32.89	57620	26440	25690	45.89	49.93	13690	51.78	+	0.5553	0.79393	0.36483	0.5372	
20171206_Rachid_Colon_M#22	12_Colon_M#22	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5466	79921	100068	59530	0	40538	20861	20038	0	823	20.85	33.66	NaN	2.03	8913	437094	47508	10.87	15133	31.85	56578	26303	25618	46.49	50.42	13782	52.4	+	0.5576	0.79177	0.36755	0.53675	
20171206_Rachid_Colon_M#23	12_Colon_M#23	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5508	73657	91954	55172	0	36782	18510	17825	0	685	20.13	32.31	NaN	1.86	8183	428374	44105	10.3	14052	31.86	55402	24797	24119	44.76	49	12886	51.97	+	0.53844	0.76734	0.34977	0.51154	
20171206_Rachid_Colon_M#24	12_Colon_M#24	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5376	78940	100538	57018	0	43520	19004	18235	0	769	18.9	31.98	NaN	1.77	8152	454683	47392	10.42	14524	30.65	55937	25443	24791	45.49	48.98	13104	51.5	+	0.54671	0.77135	0.35765	0.5256	
20171206_Rachid_Colon_M#30	12_Colon_M#30	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5511	81349	99763	62729	0	37034	21707	20776	0	931	21.76	33.12	NaN	2.51	9086	443139	46541	10.5	15871	34.1	58699	26704	25990	45.49	49.64	14030	52.54	+	0.56966	0.79809	0.37962	0.55039	
20171206_Rachid_Colon_M#32	12_Colon_M#32	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5532	78003	97901	57813	0	40088	20209	19344	0	865	20.64	33.46	NaN	2.16	8848	449156	47125	10.49	14471	30.71	58317	26387	25695	45.25	48.92	13412	50.83	+	0.56065	0.79034	0.36513	0.53096	
20171206_Rachid_Colon_M#33	12_Colon_M#33	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5522	76155	96714	55310	0	41404	17654	16959	0	695	18.25	30.66	NaN	1.68	7757	444457	45701	10.28	13964	30.56	54979	24690	24016	44.91	48.54	12765	51.7	+	0.52863	0.75184	0.34439	0.50741	
20171206_Rachid_Colon_M#34	12_Colon_M#34	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5684	79601	100604	58314	0	42290	20415	19680	0	735	20.29	33.75	NaN	1.74	8214	439043	45742	10.42	15156	33.13	53936	24570	23936	45.55	49.11	13269	54	+	0.56795	0.80519	0.37461	0.54949	
20171206_Rachid_Colon_M#35	12_Colon_M#35	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5599	79446	100926	57538	0	43388	19325	18467	0	858	19.15	32.1	NaN	1.98	7988	441940	46424	10.5	14867	32.02	54749	25055	24414	45.76	49.26	13152	52.49	+	0.58307	0.82771	0.38238	0.56246	
20171206_Rachid_Colon_M#36	12_Colon_M#36	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5609	80487	100853	59817	0	41036	20309	19266	0	1043	20.14	32.21	NaN	2.54	7876	426374	44586	10.46	15643	35.09	52902	24057	23409	45.47	49.36	13225	54.97	+	0.59492	0.83964	0.39052	0.56581	
20171206_Rachid_Colon_M#37	12_Colon_M#37	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5861	81910	103555	60209	0	43346	21355	20328	0	1027	20.62	33.76	NaN	2.37	8782	458336	47749	10.42	15608	32.69	56033	26049	25423	46.49	50.55	13729	52.7	+	0.58527	0.83605	0.39074	0.57489	
20171206_Rachid_Colon_M#38	12_Colon_M#38	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5457	82710	104406	60736	0	43670	21527	20533	0	994	20.62	33.81	NaN	2.28	8863	436002	48323	11.08	15659	32.4	55650	26324	25752	47.3	50.87	13902	52.81	+	0.56261	0.802	0.37962	0.55886	
20171206_Rachid_Colon_M#39	12_Colon_M#39	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5594	82901	102029	63681	0	38348	21297	20396	0	901	20.87	32.03	NaN	2.35	8870	436835	48241	11.04	16451	34.1	57570	27128	26477	47.12	51.32	14564	53.69	+	0.57088	0.81481	0.38969	0.57872	
20171206_Rachid_Colon_M#40	12_Colon_M#40	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		6521	72168	96091	48221	0	47870	20616	19952	0	664	21.45	41.38	NaN	1.39	8106	445583	42985	9.65	12622	29.36	53105	21929	21179	41.29	49.83	11649	53.12	+	0.56	0.79616	0.40735	0.60487	
20171206_Rachid_Colon_M#41	12_Colon_M#41	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5570	79489	100446	58400	0	42046	19020	18135	0	885	18.94	31.05	NaN	2.1	7631	418808	44078	10.52	15291	34.69	53776	24296	23604	45.18	49.74	13112	53.97	+	0.61692	0.86236	0.40828	0.58587	
20171206_Rachid_Colon_M#42	12_Colon_M#42	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5595	80935	100068	61470	0	38598	23066	22110	0	956	23.05	35.97	NaN	2.48	9113	441151	45677	10.35	15969	34.96	56865	25624	24960	45.06	48.89	13906	54.27	+	0.57552	0.82147	0.38055	0.55814	
20171206_Rachid_Colon_M#44_5	12_Colon_M#44_5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5486	76592	94804	58202	0	36602	21003	20119	0	884	22.15	34.57	NaN	2.42	8476	466828	44068	9.44	15320	34.76	56195	24125	23568	42.93	46.32	13335	55.27	+	0.57857	0.81364	0.38468	0.56515	
20171206_Rachid_Colon_M#49	12_Colon_M#49	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5361	73440	93326	53336	0	39990	16415	15724	0	691	17.59	29.48	NaN	1.73	7448	464020	44878	9.67	13554	30.2	55311	24275	23664	43.89	47.29	12343	50.85	+	0.55395	0.78372	0.35591	0.52066	
20171206_Rachid_Colon_M#55	12_Colon_M#55	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5702	77266	99068	55328	0	43740	16478	15871	0	607	16.63	28.69	NaN	1.39	7244	493003	47799	9.7	14111	29.52	56534	25099	24514	44.4	47.37	12865	51.26	+	0.56292	0.80328	0.36376	0.53657	
20171206_Rachid_Colon_M#59_5	12_Colon_M#59_5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5454	80583	99821	61319	0	38502	20478	19431	0	1047	20.51	31.69	NaN	2.72	8255	489054	46783	9.57	15588	33.32	59501	26175	25542	43.99	47.75	13761	52.57	+	0.58613	0.83051	0.39217	0.57432	
20171206_Rachid_Colon_M#62_5	12_Colon_M#62_5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5652	78028	98805	57117	0	41688	15887	15106	0	781	16.08	26.45	NaN	1.87	6781	458962	46104	10.05	14756	32.01	55416	25203	24552	45.48	49.3	13162	52.22	+	0.61064	0.85732	0.40054	0.57878	
20171206_Rachid_Colon_M#63	12_Colon_M#63	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5516	81809	102948	60432	0	42516	22877	21849	0	1028	22.22	36.15	NaN	2.42	9239	441544	47593	10.78	15470	32.5	56717	26054	25434	45.94	49.51	13658	52.42	+	0.57883	0.8194	0.38275	0.55598	
20171206_Rachid_Colon_M#70	12_Colon_M#70	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		6057	70848	99542	41852	0	57690	8002	7767	0	235	8.04	18.56	NaN	0.41	3762	486407	41998	8.63	11241	26.77	42364	18876	18332	44.56	48.17	9875	52.32	+	0.55609	0.77272	0.34308	0.49274	
20171206_Rachid_Colon_M#73_5	12_Colon_M#73_5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5540	75852	93826	57748	0	36078	18579	17774	0	805	19.8	30.78	NaN	2.23	7890	489730	44947	9.18	14660	32.62	59128	25166	24527	42.56	46.51	13087	52	+	0.59205	0.83647	0.379	0.54681	
20171206_Rachid_Colon_M#74	12_Colon_M#74	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5397	79623	98685	60417	0	38268	19793	18845	0	948	20.06	31.19	NaN	2.48	8407	496803	48010	9.66	15230	31.72	60760	26897	26283	44.27	47.6	13818	51.37	+	0.6072	0.86188	0.40947	0.6021	
20171206_Rachid_Colon_M#75	12_Colon_M#75	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5599	77538	99233	55713	0	43520	16400	15662	0	738	16.53	28.11	NaN	1.7	7142	486825	46843	9.62	14364	30.66	55736	24632	24062	44.19	47.46	12750	51.76	+	0.56977	0.79447	0.36551	0.52726	
20171206_Rachid_Colon_M#76_5	12_Colon_M#76_5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5641	79831	101953	57189	0	44764	19367	18440	0	927	19	32.24	NaN	2.07	7758	454973	45260	9.95	14946	33.02	51542	23416	22816	45.43	49.05	12522	53.48	+	0.57556	0.81236	0.3836	0.5565	
20171206_Rachid_Colon_M#80	12_Colon_M#80	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	1	2		Standard		5425	78801	100599	56817	0	43782	17647	17030	0	617	17.54	29.97	NaN	1.41	7535	480321	47322	9.85	14767	31.21	56510	25014	24427	44.26	47.37	12890	51.53	+	0.56928	0.79883	0.36995	0.54142	
09_Colon_M#01																													9634																		
09_Colon_M#02																													10010																		
09_Colon_M#03																													10762																		
09_Colon_M#04																													6902																		
09_Colon_M#05																													11873																		
09_Colon_M#06																													9381																		
09_Colon_M#07																													9129																		
09_Colon_M#08																													10664																		
09_Colon_M#09																													11085																		
09_Colon_M#10																													9444																		
09_Colon_M#11																													10434																		
09_Colon_M#12																													9481																		
09_Colon_M#13																													9278																		
09_Colon_M#14																													10299																		
09_Colon_M#15																													10223																		
09_Colon_M#16																													10256																		
09_Colon_M#17																													10270																		
09_Colon_M#18																													9019																		
09_Colon_M#19																													9873																		
09_Colon_M#20																													10680																		
09_Colon_M#21																													9265																		
09_Colon_M#22																													10243																		
09_Colon_M#23																													9639																		
09_Colon_M#24																													9288																		
09_Colon_M#25																													9834																		
09_Colon_M#26																													10435																		
09_Colon_M#27																													10208																		
09_Colon_M#28																													11012																		
09_Colon_M#29																													10865																		
09_Colon_M#30																													10541																		
09_Colon_M#31																													11393																		
09_Colon_M#32																													10910																		
09_Colon_M#33																													9996																		
09_Colon_M#34																													10895																		
09_Colon_M#35																													10025																		
09_Colon_M#36																													10135																		
09_Colon_M#37																													11022																		
09_Colon_M#38																													10965																		
09_Colon_M#39																													9597																		
09_Colon_M#40																													11129																		
09_Colon_M#41																													9019																		
09_Colon_M#42																													10573																		
09_Colon_M#43																													9767																		
09_Colon_M#44																													10135																		
09_Colon_M#45																													10581																		
09_Colon_M#46																													10408																		
09_Colon_M#47																													10036																		
09_Colon_M#48																													10558																		
09_Colon_M#49																													8846																		
09_Colon_M#50																													10002																		
09_Colon_M#51																													10727																		
09_Colon_M#52																													9805																		
09_Colon_M#53																													9563																		
09_Colon_M#54																													10503																		
09_Colon_M#55																													8724																		
09_Colon_M#56																													10253																		
09_Colon_M#57																													11193																		
09_Colon_M#58																													11733																		
09_Colon_M#59																													11646																		
09_Colon_M#60																													11153																		
09_Colon_M#61																													11547																		
09_Colon_M#64																													10757																		
09_Colon_M#65																													10836																		
09_Colon_M#66																													11640																		
09_Colon_M#67																													11013																		
09_Colon_M#68																													10649																		
09_Colon_M#69																													9541																		
09_Colon_M#70																													4399																		
09_Colon_M#71																													11532																		
09_Colon_M#72																													10725																		
09_Colon_M#73																													9533																		
09_Colon_M#74																													10245																		
09_Colon_M#75																													8705																		
09_Colon_M#76																													10747																		
09_Colon_M#77																													9527																		
09_Colon_M#78																													10159																		
09_Colon_M#79																													9741																		
09_Colon_M#80																													7381																		
12_Colon_M#01																													8154																		
12_Colon_M#02																													10700																		
12_Colon_M#03																													8446																		
12_Colon_M#04																													6476																		
12_Colon_M#06																													8738																		
12_Colon_M#07																													8496																		
12_Colon_M#10																													8420																		
12_Colon_M#14																													8929																		
12_Colon_M#16																													9240																		
12_Colon_M#18																													8050																		
12_Colon_M#19																													8158																		
12_Colon_M#20																													9104																		
12_Colon_M#22																													8913																		
12_Colon_M#23																													8183																		
12_Colon_M#24																													8152																		
12_Colon_M#30																													9086																		
12_Colon_M#32																													8848																		
12_Colon_M#33																													7757																		
12_Colon_M#34																													8214																		
12_Colon_M#35																													7988																		
12_Colon_M#36																													7876																		
12_Colon_M#37																													8782																		
12_Colon_M#38																													8863																		
12_Colon_M#39																													8870																		
12_Colon_M#40																													8106																		
12_Colon_M#41																													7631																		
12_Colon_M#42																													9113																		
12_Colon_M#44_5																													8476																		
12_Colon_M#49																													7448																		
12_Colon_M#55																													7244																		
12_Colon_M#59_5																													8255																		
12_Colon_M#62_5																													6781																		
12_Colon_M#63																													9239																		
12_Colon_M#70																													3762																		
12_Colon_M#73_5																													7890																		
12_Colon_M#74																													8407																		
12_Colon_M#75																													7142																		
12_Colon_M#76_5																													7758																		
12_Colon_M#80																													7535																		
Total															603647	8893797	10844967	6922777	0	3922190	2266520	2192383	0	74137	20.9	31.67	NaN	1.89	35921	60742719					8013623	3433403	3353892	42.84	45.77	1654937	48.2		0.57997	0.82213	0.39321	0.57615	
